object_id,data,predicted_class
ZTF19adavynq,"[[[ 4.21689758e+02  4.12370728e+02  4.24429077e+02 ...  4.26643860e+02
    4.02904053e+02  3.89846924e+02]
  [ 4.11203247e+02  4.36686340e+02  3.89672058e+02 ...  4.45806519e+02
    4.15661438e+02  4.29593323e+02]
  [ 4.20762146e+02  4.10773560e+02  4.07597351e+02 ...  4.19759827e+02
    4.21599731e+02  4.29483582e+02]
  ...
  [ 4.17540863e+02  4.30848114e+02  4.31515900e+02 ...  4.23341858e+02
    4.01802856e+02  4.35671143e+02]
  [ 4.25311676e+02  4.09407745e+02  4.10326324e+02 ...  4.34751404e+02
    4.40053101e+02  4.31580627e+02]
  [ 4.23672882e+02  4.20427765e+02  4.21372345e+02 ...  4.09177856e+02
    4.40615173e+02  4.18291809e+02]]

 [[ 4.14790833e+02  4.15607758e+02  4.16736359e+02 ...  4.19006897e+02
    4.18582367e+02  4.23725830e+02]
  [ 4.15783417e+02  4.17494446e+02  4.19236938e+02 ...  4.18444244e+02
    4.19605652e+02  4.20470398e+02]
  [ 4.16631927e+02  4.17581970e+02  4.14436554e+02 ...  4.20471985e+02
    4.21167206e+02  4.20635284e+02]
  ...
  [ 4.14294891e+02  4.16667938e+02  4.18351898e+02 ...  4.19707458e+02
    4.20965576e+02  4.22356232e+02]
  [ 4.17266235e+02  4.17283478e+02  4.18171295e+02 ...  4.19889099e+02
    4.18159393e+02  4.17795410e+02]
  [ 4.16631287e+02  4.19761749e+02  4.15400146e+02 ...  4.20394958e+02
    4.21637756e+02  4.18114166e+02]]

 [[-4.58448172e+00  4.26392704e-01 -2.93332267e+00 ... -9.41414356e+00
    1.34676285e+01  3.62009201e+01]
  [ 5.90520763e+00 -2.10193462e+01  2.60956650e+01 ... -1.95743046e+01
    2.99135065e+00 -1.08166065e+01]
  [-6.77876139e+00  1.15627766e+01  5.66914511e+00 ...  1.20412993e+00
    7.80032110e+00 -6.42032957e+00]
  ...
  [-4.55860287e-01 -1.10928679e+01 -1.43386841e+01 ... -2.27484941e+00
    1.94776173e+01 -1.28094940e+01]
  [-9.01267433e+00  7.16339874e+00  1.02378864e+01 ... -1.23410311e+01
   -2.58899784e+01 -1.40321360e+01]
  [-8.89071655e+00 -2.14702463e+00 -7.03465748e+00 ...  1.24176064e+01
   -1.59191570e+01 -2.57561255e+00]]]",Periodic-Other
ZTF19aarauiy,"[[[260.25385   247.51044   266.2102    ... 267.85895   248.81049
   259.92554  ]
  [287.26666   257.9411    279.84314   ... 269.3628    271.2281
   261.66266  ]
  [271.39398   278.4961    263.56287   ... 264.5923    300.36005
   255.03693  ]
  ...
  [273.77924   275.35376   250.45526   ... 268.62482   258.2746
   276.7738   ]
  [288.25085   258.10083   271.26764   ... 280.11566   269.2599
   264.44025  ]
  [273.92487   283.0699    249.08734   ... 256.7854    250.82172
   245.21057  ]]

 [[266.05914   265.65637   269.44257   ... 268.16605   268.17273
   266.28635  ]
  [267.16336   266.48312   267.18692   ... 267.06808   268.52936
   268.1289   ]
  [270.03378   269.7229    267.70605   ... 262.4593    267.23404
   266.06235  ]
  ...
  [270.4747    265.39206   268.72025   ... 268.26096   270.80096
   269.06186  ]
  [265.34854   268.19226   268.14944   ... 269.11624   269.626
   268.58786  ]
  [267.81152   266.01776   266.3177    ... 265.74567   263.11258
   265.6527   ]]

 [[ -3.0298114  24.350967   -4.0151157 ...   0.5208841  22.750807
     5.3882422]
  [-14.035619    0.9189874  -5.042514  ...  -2.4056633  -9.7434635
     8.2946825]
  [ -4.394879   -5.4207087   2.5594816 ...   3.8479376 -31.922237
    11.012001 ]
  ...
  [-11.995782   -3.6003222  11.650004  ...  -2.5368447   8.628546
   -10.967947 ]
  [-11.43316    -1.1159638   5.2446485 ... -11.137859   -1.1803392
     6.089798 ]
  [-15.779421   -9.422413    8.649189  ...  10.777568   14.71502
    19.133171 ]]]",Periodic-Other
ZTF18acvwabj,"[[[ 3.8729388e+02  4.0784564e+02  3.8457910e+02 ...  4.0662323e+02
    3.9191052e+02  3.9898431e+02]
  [ 3.9040411e+02  3.9110980e+02  4.1914679e+02 ...  4.1236023e+02
    4.0727167e+02  3.9563940e+02]
  [ 3.9750140e+02  3.8791693e+02  3.8063354e+02 ...  4.0639075e+02
    3.9588593e+02  3.8115186e+02]
  ...
  [ 3.8887762e+02  4.0169495e+02  4.1091888e+02 ...  4.0069214e+02
    4.0151483e+02  4.0249188e+02]
  [ 3.8459692e+02  3.9364478e+02  3.9742938e+02 ...  4.0084235e+02
    4.0863593e+02  3.8348370e+02]
  [ 3.9222913e+02  3.8305743e+02  4.0814386e+02 ...  3.7195160e+02
    3.9594775e+02  3.9545251e+02]]

 [[ 3.9457831e+02  3.9500339e+02  3.9234143e+02 ...  3.9779846e+02
    3.9616806e+02  3.9440720e+02]
  [ 3.9110901e+02  3.9593491e+02  3.9470676e+02 ...  3.9667609e+02
    3.9579865e+02  3.9382898e+02]
  [ 3.9330820e+02  3.9458969e+02  3.9692447e+02 ...  3.9413794e+02
    3.9474515e+02  3.9570508e+02]
  ...
  [ 3.9450180e+02  3.9413058e+02  3.9355310e+02 ...  3.9187064e+02
    3.9287732e+02  3.9458987e+02]
  [ 3.9401624e+02  3.9523846e+02  3.9410031e+02 ...  3.9264673e+02
    3.9335507e+02  3.9442151e+02]
  [ 3.9101660e+02  3.9292920e+02  3.9549356e+02 ...  3.9519107e+02
    3.9144470e+02  3.9191727e+02]]

 [[ 5.8435116e+00 -1.2300328e+01  3.8744600e+00 ... -1.2400085e+01
    5.2308983e-01 -3.6961873e+00]
  [-6.1232928e-02  6.3308554e+00 -2.3691471e+01 ... -1.4579374e+01
   -1.0834522e+01  2.2748952e+00]
  [-1.3507315e+00  4.1740718e+00  1.9048056e+01 ... -9.8201838e+00
   -2.8507853e+00  1.4454864e+01]
  ...
  [ 8.2201529e+00 -1.0612811e+01 -1.7821247e+01 ... -1.0974063e+01
   -8.8923378e+00 -5.7028275e+00]
  [ 3.2970881e+00  4.1330123e+00 -5.1498194e+00 ... -2.2355790e+00
   -1.8321186e+01  1.0196644e+01]
  [ 2.3980677e+00  7.7873435e+00 -1.3130112e+01 ...  2.2402090e+01
    1.8946978e-01 -3.7097535e+00]]]",QSO
ZTF19aanjrhn,"[[[278.2311     281.38263    314.31543    ... 284.16574    305.45102
   294.47556   ]
  [293.0294     293.28265    297.4098     ... 300.0237     272.49142
   319.09378   ]
  [297.97464    297.9934     289.57373    ... 299.83365    309.83548
   283.02274   ]
  ...
  [307.5722     304.26416    285.7166     ... 314.04413    304.85327
   299.01196   ]
  [274.63458    282.71204    315.4748     ... 293.38867    287.94135
   305.02643   ]
  [297.43634    297.05402    297.8734     ... 287.9137     303.75195
   285.8553    ]]

 [[292.67728    293.77792    297.14877    ... 294.46732    292.31808
   294.43472   ]
  [295.02628    295.5133     295.9244     ... 294.05878    294.21796
   294.62286   ]
  [294.94992    296.08923    295.95908    ... 296.6432     296.19693
   295.21527   ]
  ...
  [297.31784    292.4458     298.34488    ... 297.00928    294.24155
   299.60938   ]
  [297.57162    292.26462    294.8403     ... 297.2203     295.31116
   295.48044   ]
  [297.12823    293.95444    293.45502    ... 298.9062     297.51828
   293.96317   ]]

 [[-15.526342   -13.237457    17.89815    ...  -7.0762954    4.5216837
     5.4249916 ]
  [ -0.94529     -1.051008    -1.1044072  ...   5.7539806  -20.262203
    22.137365  ]
  [  0.46204096   2.8373442   -5.1333647  ...   1.8603756   16.222004
   -15.229356  ]
  ...
  [  9.779226     8.733556    -8.577748   ...  16.929922     6.4370384
     3.5896325 ]
  [-21.413738   -12.095308    23.05097    ...  -6.006525    -6.1560493
     8.131584  ]
  [  2.5532181    4.324824    -0.9032275  ...  -9.763984     8.275585
    -8.5306835 ]]]",Periodic-Other
ZTF19aaapbgd,"[[[ 3.2876028e+02  3.1364450e+02  3.0088901e+02 ...  3.3850653e+02
    3.3147302e+02  3.4394843e+02]
  [ 3.3819131e+02  3.2499777e+02  3.2804440e+02 ...  3.3967877e+02
    3.2905695e+02  3.2662390e+02]
  [ 3.2433481e+02  3.1851474e+02  3.1055502e+02 ...  3.3829712e+02
    3.4671167e+02  3.2444641e+02]
  ...
  [ 3.2917828e+02  3.3573846e+02  3.2303430e+02 ...  3.1666418e+02
    3.2170251e+02  3.1601672e+02]
  [ 3.4302380e+02  2.9887524e+02  3.2357483e+02 ...  3.4105981e+02
    3.3556232e+02  3.3120654e+02]
  [ 3.2324976e+02  3.3830481e+02  3.1993219e+02 ...  3.3364923e+02
    3.1532910e+02  3.1698785e+02]]

 [[ 3.2526852e+02  3.2351843e+02  3.2542059e+02 ...  3.2407764e+02
    3.2469168e+02  3.2419617e+02]
  [ 3.2380850e+02  3.2511224e+02  3.2368182e+02 ...  3.2576144e+02
    3.2409439e+02  3.2329651e+02]
  [ 3.2344305e+02  3.2572372e+02  3.2457880e+02 ...  3.2616315e+02
    3.2514389e+02  3.2618039e+02]
  ...
  [ 3.2442709e+02  3.2546161e+02  3.2594406e+02 ...  3.2495499e+02
    3.2535736e+02  3.2514716e+02]
  [ 3.2364679e+02  3.2356769e+02  3.2546417e+02 ...  3.2436450e+02
    3.2635944e+02  3.2569562e+02]
  [ 3.2467233e+02  3.2582095e+02  3.2548788e+02 ...  3.2452469e+02
    3.2460278e+02  3.2588531e+02]]

 [[ 3.8962626e+00 -1.1673191e+01 -2.1131756e+01 ...  1.3184074e+01
    8.3125172e+00  1.7977612e+01]
  [ 1.3916842e+01  1.7588805e+00  3.0130200e+00 ...  1.4605264e+01
    3.2103136e+00  4.1061206e+00]
  [ 2.1391030e-01 -8.2033119e+00 -1.3657281e+01 ...  1.2189722e+01
    2.3818886e+01 -4.6357436e+00]
  ...
  [ 5.8080435e+00  8.9427967e+00 -1.2262712e+00 ... -8.9610329e+00
   -3.2629201e+00 -8.6672764e+00]
  [ 1.9647953e+01 -2.5815958e+01 -2.2344790e+00 ...  1.8698093e+01
    9.7575903e+00  4.8249903e+00]
  [-6.4719844e+00  1.7863745e+01 -7.2769642e+00 ...  6.8369808e+00
   -8.6137056e+00 -9.8466272e+00]]]",Periodic-Other
ZTF19aaapocm,"[[[ 3.0667819e+02  3.0230099e+02  3.0461179e+02 ...  3.1003790e+02
    3.0712756e+02  3.0930829e+02]
  [ 2.8738840e+02  2.8262534e+02  3.0732217e+02 ...  3.0101306e+02
    3.0002325e+02  3.0604211e+02]
  [ 2.8593710e+02  2.9622910e+02  3.1270383e+02 ...  2.8036115e+02
    2.8954620e+02  3.1495282e+02]
  ...
  [ 3.0827576e+02  2.9725732e+02  3.0077802e+02 ...  3.0330731e+02
    3.0125592e+02  3.0638641e+02]
  [ 2.8503259e+02  2.7957941e+02  3.0572070e+02 ...  2.8639264e+02
    2.8875214e+02  2.9869714e+02]
  [ 2.8430902e+02  2.9021362e+02  2.8148328e+02 ...  2.8118445e+02
    3.0886963e+02  3.0472681e+02]]

 [[ 2.9858884e+02  2.9982190e+02  2.9453867e+02 ...  2.9425970e+02
    2.9662897e+02  2.9623044e+02]
  [ 2.9509988e+02  2.9642300e+02  2.9888901e+02 ...  2.9606738e+02
    2.9694077e+02  3.0036215e+02]
  [ 2.9606216e+02  3.0013232e+02  2.9829987e+02 ...  2.9903183e+02
    2.9827536e+02  2.9626224e+02]
  ...
  [ 2.9842377e+02  2.9545361e+02  3.0106461e+02 ...  2.9601602e+02
    2.9567999e+02  2.9541641e+02]
  [ 2.9912338e+02  2.9770071e+02  2.9873492e+02 ...  2.9703223e+02
    2.9705051e+02  2.9886673e+02]
  [ 2.9700888e+02  2.9932547e+02  2.9509946e+02 ...  2.9721161e+02
    2.9494016e+02  2.9987534e+02]]

 [[-1.2955506e+01 -1.5468814e+00 -1.0027775e+01 ... -1.3722199e+01
   -1.2565383e+01 -1.1728018e+01]
  [ 9.5043564e+00  1.6926476e+01 -1.1022652e+01 ... -5.3042884e+00
    2.1499105e-01 -1.0499018e+01]
  [ 4.7326546e+00  6.2693620e+00 -1.3019370e+01 ...  1.4657978e+01
    9.3740635e+00 -1.6477974e+01]
  ...
  [-1.0220056e+01 -1.7095525e+00  7.4101412e-01 ... -6.0180421e+00
   -2.3601210e+00 -9.6191940e+00]
  [ 1.5293364e+01  1.9174551e+01 -8.6743755e+00 ...  1.3556216e+01
    4.0407062e+00  9.1845822e-01]
  [ 1.1787469e+01  7.7063465e+00  2.0629681e+01 ...  1.6634604e+01
   -1.1488612e+01 -8.2765694e+00]]]",Periodic-Other
ZTF18adbzcrx,"[[[ 2.9839191e+02  2.7689246e+02  2.7531750e+02 ...  2.6361890e+02
    2.7005634e+02  2.9191510e+02]
  [ 2.7811407e+02  2.8090289e+02  2.7104749e+02 ...  2.7484808e+02
    2.6507257e+02  2.7658582e+02]
  [ 2.7075696e+02  2.8508252e+02  2.9164227e+02 ...  2.8372284e+02
    2.6850732e+02  2.8147595e+02]
  ...
  [ 2.7654559e+02  2.7259503e+02  2.9600082e+02 ...  2.7100000e+02
    2.9062885e+02  2.6470477e+02]
  [ 2.6216840e+02  2.7078363e+02  2.8660550e+02 ...  2.8003265e+02
    2.7907343e+02  2.7507513e+02]
  [ 2.6533557e+02  2.8107678e+02  2.8919687e+02 ...  2.8510559e+02
    2.7217444e+02  2.7340771e+02]]

 [[ 2.7477805e+02  2.7322211e+02  2.7488358e+02 ...  2.7100784e+02
    2.7405820e+02  2.7448935e+02]
  [ 2.7049457e+02  2.7329578e+02  2.7473026e+02 ...  2.7246295e+02
    2.7486591e+02  2.8012433e+02]
  [ 2.7118756e+02  2.7166446e+02  2.7330106e+02 ...  2.7509695e+02
    2.7586868e+02  2.7878448e+02]
  ...
  [ 2.7354056e+02  2.7660098e+02  2.7180051e+02 ...  2.7566010e+02
    2.7250836e+02  2.7362906e+02]
  [ 2.7377103e+02  2.7302914e+02  2.7199442e+02 ...  2.7614810e+02
    2.7480783e+02  2.7414243e+02]
  [ 2.7354486e+02  2.7262271e+02  2.7648334e+02 ...  2.7295306e+02
    2.7638272e+02  2.7486813e+02]]

 [[ 2.9026598e+01  2.1523774e+00 -5.6464207e-01 ... -1.2702764e+01
   -2.2201614e+00  1.8894550e+01]
  [ 1.1231288e-01  9.5275402e+00 -9.4012719e-01 ...  6.1513987e+00
   -1.4708818e+01 -4.5495973e+00]
  [ 9.5405161e-01  1.2362369e+01  1.6939379e+01 ...  8.1627169e+00
   -4.4125061e+00  1.8865753e+00]
  ...
  [-1.7588743e+00  4.9915388e-01  2.0526588e+01 ... -8.4004240e+00
    1.7726614e+01 -7.2548771e+00]
  [-8.4727497e+00 -4.1978474e+00  1.4679005e+01 ...  1.1985864e+01
    8.6108178e-01  1.0894194e+00]
  [-1.0335036e+01  9.3915892e+00  1.3786839e+01 ...  7.4941182e+00
   -4.6352425e-01 -1.2660233e+00]]]",Periodic-Other
ZTF18acrdnod,"[[[ 2.32820557e+02  2.21761414e+02  2.14176117e+02 ...  2.33976135e+02
    2.20568680e+02  2.34468155e+02]
  [ 2.08974365e+02  2.42250549e+02  2.10848419e+02 ...  2.12792114e+02
    2.21880203e+02  2.19326920e+02]
  [ 2.24402100e+02  2.40269592e+02  2.13133362e+02 ...  2.36294586e+02
    2.19954178e+02  2.36415848e+02]
  ...
  [ 2.34125183e+02  2.27837128e+02  2.28610718e+02 ...  2.24040253e+02
    2.35906342e+02  2.16330811e+02]
  [ 2.13962891e+02  2.16196838e+02  2.26211456e+02 ...  2.23402466e+02
    2.35621826e+02  2.29211548e+02]
  [ 2.19545807e+02  2.27338715e+02  2.19109711e+02 ...  2.23022949e+02
    2.28472992e+02  2.25683319e+02]]

 [[ 2.26348297e+02  2.22455902e+02  2.21891174e+02 ...  2.25869446e+02
    2.23800186e+02  2.23675262e+02]
  [ 2.25612747e+02  2.27201279e+02  2.25321289e+02 ...  2.28318237e+02
    2.25980515e+02  2.24330170e+02]
  [ 2.26010910e+02  2.23147873e+02  2.22341278e+02 ...  2.26803619e+02
    2.23862747e+02  2.25146057e+02]
  ...
  [ 2.27911530e+02  2.24402328e+02  2.24633423e+02 ...  2.22159760e+02
    2.24649063e+02  2.26413986e+02]
  [ 2.25963989e+02  2.24218170e+02  2.26964905e+02 ...  2.24671478e+02
    2.25004715e+02  2.25103912e+02]
  [ 2.23642456e+02  2.25484161e+02  2.24517426e+02 ...  2.24052322e+02
    2.27116760e+02  2.24310211e+02]]

 [[-4.75724268e+00  2.23781228e+00  1.12779188e+01 ... -6.37393665e+00
    2.55794787e+00 -8.99658203e+00]
  [ 1.52956228e+01 -2.28713017e+01  1.59836283e+01 ...  1.45872774e+01
    4.93125296e+00  6.87656689e+00]
  [-1.64099598e+00 -9.21649933e+00  5.52153826e+00 ... -1.49045315e+01
    7.37291336e+00 -1.29061518e+01]
  ...
  [-4.46550465e+00 -2.33056617e+00 -4.82919550e+00 ...  1.29782331e+00
   -9.95633888e+00  1.07155190e+01]
  [ 1.25656796e+01  6.24148083e+00  2.03544319e-01 ...  8.74135852e-01
   -1.01253853e+01 -5.99193382e+00]
  [ 3.76488137e+00 -2.16455650e+00  5.56271410e+00 ... -2.28043365e+00
   -1.00616980e+00  1.22481990e+00]]]",AGN
ZTF18acwyjtk,"[[[ 3.4197620e+02  3.4343781e+02  3.3668018e+02 ...  3.3287335e+02
    3.4465558e+02  3.3654840e+02]
  [ 3.3257306e+02  3.5318347e+02  3.3445892e+02 ...  3.5590063e+02
    3.7405573e+02  3.4506659e+02]
  [ 3.3247931e+02  3.3618634e+02  3.2618854e+02 ...  3.6614258e+02
    3.3564691e+02  3.6047516e+02]
  ...
  [ 3.1383325e+02  3.3379724e+02  3.3451685e+02 ...  3.4172763e+02
    3.4957028e+02  3.2296841e+02]
  [ 3.3459094e+02  3.3573175e+02  3.4838470e+02 ...  3.3393417e+02
    3.3454996e+02  3.4837192e+02]
  [ 3.3488348e+02  3.3419733e+02  3.4056818e+02 ...  3.3354117e+02
    3.4293570e+02  3.4816196e+02]]

 [[ 3.3070367e+02  3.3708981e+02  3.3456073e+02 ...  3.4205722e+02
    3.3813824e+02  3.4302121e+02]
  [ 3.3730832e+02  3.3482001e+02  3.3350250e+02 ...  3.4289716e+02
    3.4922141e+02  3.5154333e+02]
  [ 3.3786154e+02  3.3703339e+02  3.3502164e+02 ...  3.3921628e+02
    3.4400562e+02  3.4754773e+02]
  ...
  [ 3.3244647e+02  3.3859238e+02  3.3519107e+02 ...  3.3832230e+02
    3.3810938e+02  3.3821970e+02]
  [ 3.3407117e+02  3.3465961e+02  3.3773810e+02 ...  3.3600430e+02
    3.3560147e+02  3.3693283e+02]
  [ 3.3323016e+02  3.3347562e+02  3.4314313e+02 ...  3.3417337e+02
    3.3445505e+02  3.3448685e+02]]

 [[-1.3602166e+01 -6.0383673e+00 -3.0634902e+00 ...  1.1512566e+01
   -1.2992558e+01  1.0446052e+01]
  [ 5.8470106e+00 -1.9644957e+01 -5.3786386e-02 ... -1.5065188e+01
   -1.8987299e+01  4.3035035e+00]
  [ 3.8277268e+00  2.9433022e+00  7.1864924e+00 ... -2.8432875e+01
    7.4320054e+00 -1.4830018e+01]
  ...
  [ 1.1967197e+01  9.7907372e+00 -3.2145395e+00 ... -2.8541555e+00
   -9.3801651e+00  1.5538464e+01]
  [-6.0294962e-01 -1.5530676e+00 -8.9744682e+00 ...  1.5170065e+00
    1.7233688e-01 -1.4023232e+01]
  [-3.2587769e+00  9.4432181e-01  3.7764084e+00 ...  4.9215231e-02
   -7.6907606e+00 -1.2021396e+01]]]",AGN
ZTF18aczetlp,"[[[ 2.80822266e+02  2.81230591e+02  2.82599182e+02 ...  2.74347839e+02
    2.88254761e+02  3.01953857e+02]
  [ 2.96166321e+02  2.81066162e+02  2.72229126e+02 ...  2.77825195e+02
    2.87530396e+02  2.88914978e+02]
  [ 2.67971802e+02  2.87546143e+02  2.90082336e+02 ...  2.78597473e+02
    2.97939331e+02  3.03182861e+02]
  ...
  [ 2.70834412e+02  2.75763367e+02  2.81914001e+02 ...  2.85749695e+02
    2.80131042e+02  2.85465820e+02]
  [ 2.88276123e+02  2.79879639e+02  2.86784668e+02 ...  2.79592407e+02
    2.70953857e+02  2.84716187e+02]
  [ 2.89052582e+02  2.69793579e+02  3.03231995e+02 ...  2.84767883e+02
    2.71495728e+02  2.65848206e+02]]

 [[ 2.85930115e+02  2.82311371e+02  2.80592224e+02 ...  2.81620453e+02
    2.79236206e+02  2.81682404e+02]
  [ 2.82191711e+02  2.84252258e+02  2.81550232e+02 ...  2.80342163e+02
    2.77987396e+02  2.82438721e+02]
  [ 2.79145416e+02  2.82789734e+02  2.82678528e+02 ...  2.80353607e+02
    2.82263245e+02  2.81184875e+02]
  ...
  [ 2.80853760e+02  2.79627686e+02  2.80853607e+02 ...  2.82232300e+02
    2.82002197e+02  2.81594116e+02]
  [ 2.82263184e+02  2.82213196e+02  2.82527740e+02 ...  2.78344177e+02
    2.81886017e+02  2.82674561e+02]
  [ 2.80315521e+02  2.81826782e+02  2.83188324e+02 ...  2.80651459e+02
    2.80120148e+02  2.82458771e+02]]

 [[-3.89381337e+00 -2.42663592e-01 -5.58427620e+00 ... -7.15507746e+00
    4.78449202e+00  2.19476910e+01]
  [ 1.27917900e+01 -1.61008584e+00 -8.19763184e+00 ... -2.67198086e+00
    7.65383005e+00  7.34975433e+00]
  [-1.67027359e+01  3.95618749e+00  8.60569763e+00 ... -2.19965994e-01
    1.39469681e+01  2.30430508e+01]
  ...
  [-7.77913809e+00 -7.79453850e+00  4.91804695e+00 ...  4.24167585e+00
   -4.50544882e+00  5.86881399e+00]
  [ 1.22134085e+01 -6.43022156e+00  7.61378908e+00 ...  2.54953551e+00
   -9.36453247e+00  7.03202009e-01]
  [ 4.55851841e+00 -6.43027496e+00  1.65018177e+01 ...  2.58932137e+00
   -1.09112835e+01 -1.65260029e+01]]]",Periodic-Other
ZTF19aclhpvk,"[[[203.28693    187.09161    169.30746    ... 180.44412    197.26572
   179.61356   ]
  [179.57385    184.04218    172.69128    ... 180.94827    186.64932
   186.69754   ]
  [186.01212    181.6229     175.0823     ... 170.34781    202.58475
   165.72165   ]
  ...
  [190.10632    195.70392    176.23932    ... 180.97708    203.99832
   170.26028   ]
  [179.79153    184.24435    201.50485    ... 193.21497    187.07959
   175.46033   ]
  [169.69174    207.16434    190.92947    ... 181.07996    183.30273
   173.11798   ]]

 [[182.40814    183.7575     182.86906    ... 183.85321    182.15034
   182.19894   ]
  [184.20876    182.5528     182.85544    ... 183.08453    183.44545
   181.80888   ]
  [183.92693    182.47215    184.51346    ... 184.35551    184.70631
   182.55971   ]
  ...
  [184.3298     183.40913    182.34578    ... 183.97086    183.13824
   183.82773   ]
  [182.8978     183.74182    183.16606    ... 183.01817    183.79916
   182.47379   ]
  [181.33328    181.1074     184.66513    ... 183.85286    183.55803
   185.26042   ]]

 [[ 20.143164     3.7418416  -15.279546   ...  -2.4672332   12.303487
    -1.3516049 ]
  [ -7.0821657    1.2340344   -9.165964   ...  -3.8345797    7.060251
     2.066187  ]
  [  4.273601    -1.9464146  -10.755027   ... -14.239042    16.180761
   -16.558853  ]
  ...
  [  5.566183    11.247563    -4.85765    ...  -2.3888707   22.404503
   -13.496337  ]
  [ -5.22017      1.4337679   19.045319   ...   9.625169     0.30017915
    -8.040293  ]
  [-12.855532    25.426935     3.3065817  ...  -5.035965     1.2432343
   -10.480015  ]]]",Periodic-Other
ZTF18acvvybz,"[[[300.43585    301.83844    304.81952    ... 307.20288    302.23236
   306.99127   ]
  [297.18915    313.78906    283.38373    ... 306.47864    287.88342
   332.96155   ]
  [295.50073    307.19476    327.87738    ... 297.87323    325.3239
   321.09833   ]
  ...
  [312.55878    316.49017    308.86514    ... 297.6263     306.27603
   312.5342    ]
  [295.38525    331.75043    284.34006    ... 303.43625    324.24924
   299.9822    ]
  [312.13495    314.51874    327.66702    ... 296.12143    312.59
   302.19778   ]]

 [[311.58047    313.3971     314.14774    ... 313.5932     310.80643
   310.43414   ]
  [313.0057     312.9442     314.35754    ... 313.28482    313.93048
   312.15155   ]
  [310.60092    313.303      313.32657    ... 312.3204     312.87436
   311.14117   ]
  ...
  [314.71268    311.51157    312.1694     ... 312.57913    313.98117
   314.77817   ]
  [309.49295    314.70294    312.09158    ... 315.5047     312.7839
   311.24753   ]
  [309.7025     313.8813     310.88388    ... 318.42853    312.03168
   309.22647   ]]

 [[  8.921814    10.6699915   10.553062   ...   4.6807995   11.811236
     2.8893735 ]
  [ 18.168581     0.6760662   25.192066   ...   5.34966     25.376549
   -19.820208  ]
  [ 15.28971      7.529572   -13.586428   ...  14.859517   -12.432068
    -9.863004  ]
  ...
  [  2.884626    -4.701983     2.9955702  ...  13.48         8.776729
     0.45097694]
  [ 13.142693   -15.167278    22.600796   ...  13.274876   -13.320503
    10.558439  ]
  [ -3.975097     3.0600362  -18.13877    ...  23.962946     1.9812198
     7.404322  ]]]",Periodic-Other
ZTF19acmwmkm,"[[[ 3.18366150e+02  3.09358459e+02  3.14366211e+02 ...  3.40920044e+02
    3.28721191e+02  3.20432251e+02]
  [ 3.10389648e+02  3.17826294e+02  3.16482605e+02 ...  3.07899353e+02
    3.13776611e+02  3.22937805e+02]
  [ 3.35152283e+02  3.20786011e+02  3.22701660e+02 ...  3.25015625e+02
    3.05413940e+02  2.89625916e+02]
  ...
  [ 3.37667908e+02  3.10567078e+02  3.17286804e+02 ...  3.14813019e+02
    2.89217804e+02  3.26078094e+02]
  [ 3.07547119e+02  3.29273560e+02  3.05561096e+02 ...  3.06849640e+02
    3.26050629e+02  3.34076630e+02]
  [ 3.09056824e+02  3.50971924e+02  3.36342896e+02 ...  3.19663300e+02
    3.26372650e+02  3.10049286e+02]]

 [[ 3.20342133e+02  3.19512726e+02  3.18969177e+02 ...  3.18263763e+02
    3.19523224e+02  3.21889404e+02]
  [ 3.18282745e+02  3.20676880e+02  3.17567505e+02 ...  3.17772888e+02
    3.17825867e+02  3.16769196e+02]
  [ 3.18770142e+02  3.19434967e+02  3.16912537e+02 ...  3.17428528e+02
    3.17189972e+02  3.18554749e+02]
  ...
  [ 3.17966675e+02  3.19040314e+02  3.18489899e+02 ...  3.18044830e+02
    3.20486542e+02  3.19932983e+02]
  [ 3.17544434e+02  3.18181549e+02  3.17422302e+02 ...  3.18781158e+02
    3.20144592e+02  3.20398254e+02]
  [ 3.15645721e+02  3.19815216e+02  3.17761383e+02 ...  3.18540375e+02
    3.20852936e+02  3.21145874e+02]]

 [[ 5.61666369e-01  9.19892979e+00  3.96187639e+00 ... -1.99246330e+01
   -9.82535172e+00 -1.64411163e+00]
  [ 8.92975616e+00  2.15185833e+00  1.86544907e+00 ...  8.08286953e+00
    6.35184669e+00 -1.79617071e+00]
  [-1.59821920e+01 -1.82819152e+00 -6.00198889e+00 ... -5.03065395e+00
    1.15069218e+01  2.93839874e+01]
  ...
  [-1.82143440e+01  6.79838562e+00  4.83393955e+00 ...  7.33493924e-01
    3.32450294e+01 -9.37083244e+00]
  [ 1.39859419e+01 -1.31290245e+01  1.03522644e+01 ...  1.34557428e+01
   -1.06426611e+01 -1.21667261e+01]
  [ 7.40478325e+00 -3.16969814e+01 -2.02609577e+01 ... -3.44245553e-01
   -3.33774853e+00  9.87832165e+00]]]",QSO
